first_name,last_name,nickname,height,weight,reach,stance,wins,losses,draws,belt,profile_url,dob
Art,Arciniega,King Arthur,"5' 8""",145 lbs.,--,,15,7,0,,http://ufcstats.com/fighter-details/d25e39e74efb0a77,"Oct 15, 1981"
Alice,Ardelean,,"5' 3""",115 lbs.,"62.0""",Orthodox,10,7,0,,http://ufcstats.com/fighter-details/87f8699fdcc2c404,"Apr 19, 1992"
Tristan,Arenal,,--,155 lbs.,--,,7,4,0,,http://ufcstats.com/fighter-details/9c9455912d917e4e,
Gabriel,Arges,,--,170 lbs.,--,,0,0,0,,http://ufcstats.com/fighter-details/db3c4a884d704efe,"Jan 29, 1993"
Dan,Argueta,The Determined,"5' 7""",135 lbs.,"68.0""",Southpaw,9,3,0,,http://ufcstats.com/fighter-details/e4ba58725825412d,"Aug 13, 1993"
Reza,Arianto,The Crazy Lion,--,155 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/90063913321e7670,
Hashem,Arkhagha,,"6' 2""",185 lbs.,"75.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/9a7ffa80766caa51,"Sep 11, 1989"
Andrei,Arlovski,The Pitbull,"6' 3""",240 lbs.,"77.0""",Orthodox,34,24,0,,http://ufcstats.com/fighter-details/3738e68d2261e60f,"Feb 04, 1979"
Garrett,Armfield,,"5' 6""",135 lbs.,"70.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/1effd880e1f1bb30,"Oct 09, 1996"
Joey,Armstrong,,--,--,--,,5,2,0,,http://ufcstats.com/fighter-details/30ad2050273d016a,
Austin,Arnett,,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/bf0e700106d00e55,"Oct 22, 1991"
Ricardo,Arona,The Brazilian Tiger,"5' 11""",205 lbs.,--,Orthodox,14,5,0,,http://ufcstats.com/fighter-details/05fbfe628658c538,"Jul 17, 1978"
Eli,Aronov,The Israeli Tank,"5' 10""",185 lbs.,"72.0""",Orthodox,6,1,0,,http://ufcstats.com/fighter-details/a90c200c3fbb22c4,"Jun 06, 1996"
Chalid,Arrab,Die Faust,"5' 11""",205 lbs.,--,Orthodox,7,3,0,,http://ufcstats.com/fighter-details/770b9d4813c25902,"May 28, 1975"
Akbarh,Arreola,El Caballero,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"Jan 14, 1983"
Matt,Arroyo,No Regard,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,,http://ufcstats.com/fighter-details/de62052b2ede65ba,"Sep 01, 1982"
Antonio,Arroyo,,"6' 3""",185 lbs.,"73.0""",Orthodox,9,5,0,,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"Jul 01, 1989"
Gilles,Arsene,,"5' 9""",190 lbs.,--,Southpaw,1,1,0,,http://ufcstats.com/fighter-details/2dea80c069847321,
Veta,Arteaga,,"5' 7""",125 lbs.,--,,3,1,0,,http://ufcstats.com/fighter-details/91e3388e69060e69,
Cesar,Arzamendia,Goku,"5' 11""",155 lbs.,--,Orthodox,8,3,0,,http://ufcstats.com/fighter-details/49f78022126bf4a4,"Jan 31, 1991"
Kai,Asakura,,"5' 8""",125 lbs.,"69.0""",Orthodox,21,5,0,,http://ufcstats.com/fighter-details/d33da8a3d82bdb62,"Oct 31, 1993"
Teddy,Ash,Bear,"6' 1""",185 lbs.,"73.0""",Switch,14,5,0,,http://ufcstats.com/fighter-details/a373085066dbfb54,"Dec 27, 1989"
Arman,Ashimov,Mustafa Ozturik,"5' 6""",125 lbs.,--,,11,3,1,,http://ufcstats.com/fighter-details/d26a0988c9dc9886,"Jan 14, 1992"
Yanal,Ashmouz,Red Fox,"5' 9""",155 lbs.,"69.0""",Orthodox,8,2,0,,http://ufcstats.com/fighter-details/c739c2995a275314,"Mar 31, 1995"
,Asjabharan,,"5' 6""",135 lbs.,--,,7,6,0,,http://ufcstats.com/fighter-details/8be9deb7d6b36354,"Jul 31, 1992"
Askar,Askar,AK-47,"5' 7""",145 lbs.,"69.0""",Orthodox,11,1,0,,http://ufcstats.com/fighter-details/2abc414136504554,"Aug 19, 1994"
Askar,Askarov,Bullet,"5' 6""",125 lbs.,"67.0""",Orthodox,14,1,1,,http://ufcstats.com/fighter-details/b1d19449397541dc,"Oct 09, 1992"
Cyril,Asker,Silverback,"6' 0""",247 lbs.,"74.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/9be6020024133293,"Dec 24, 1985"
Khusein,Askhabov,Nohcho,"5' 8""",145 lbs.,"69.0""",Orthodox,23,1,0,,http://ufcstats.com/fighter-details/5c10da56d712ac9c,"Feb 13, 1995"
Scott,Askham,,"6' 3""",185 lbs.,"75.0""",Southpaw,14,4,0,,http://ufcstats.com/fighter-details/06827d70c53ff0d9,"May 20, 1988"
Ben,Askren,Funky,"5' 11""",170 lbs.,"73.0""",Orthodox,19,2,0,,http://ufcstats.com/fighter-details/0b31f87be71ebbb1,"Jul 18, 1984"
Ibo,Aslan,The Last Ottoman,"6' 3""",205 lbs.,"77.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,"Apr 23, 1996"
Tom,Aspinall,,"6' 5""",256 lbs.,"78.0""",Orthodox,15,3,0,,http://ufcstats.com/fighter-details/399afbabc02376b5,"Apr 11, 1993"
Bruno,Assis,Brunao,"6' 2""",185 lbs.,--,Orthodox,8,4,0,,http://ufcstats.com/fighter-details/ff222167cce02919,"May 23, 1992"
Junior,Assuncao,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/d0d7160824278840,"Jun 24, 1981"
Raphael,Assuncao,,"5' 5""",135 lbs.,"66.0""",Orthodox,28,10,0,,http://ufcstats.com/fighter-details/2f13e4020cea5b38,"Jul 19, 1982"
Michael,Aswell,The Texas Kid,"5' 8""",155 lbs.,"69.0""",Orthodox,10,3,0,,http://ufcstats.com/fighter-details/01c9e4013afce141,"Sep 27, 2000"
Bazigit,Atajev,Volk,"6' 1""",230 lbs.,--,Orthodox,17,1,0,,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95,
Rich,Attonito,The Raging Bull,"5' 10""",170 lbs.,"72.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/210935fd21670f6d,"Jun 16, 1977"
Olivier,Aubin-Mercier,The Canadian Gangster,"5' 9""",155 lbs.,"70.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/55ee431411ccf07a,"Feb 23, 1989"
Pat,Audinwood,Awesomely Awesome,"6' 0""",155 lbs.,--,Orthodox,11,2,1,,http://ufcstats.com/fighter-details/196ed28337adc630,"Apr 16, 1986"
Jose,Augusto,Gugu,"6' 3""",251 lbs.,--,,6,2,0,,http://ufcstats.com/fighter-details/4d3b08ab127c7585,"Mar 28, 1992"
Marcus,Aurelio,Maximus,"5' 10""",155 lbs.,"74.0""",Orthodox,22,10,0,,http://ufcstats.com/fighter-details/04643fd03d9159cc,"Aug 18, 1973"
David,Avellan,,"5' 9""",185 lbs.,--,Orthodox,2,1,0,,http://ufcstats.com/fighter-details/956dcac65e7b34d6,
Blas,Avena,The Disciple,"6' 0""",170 lbs.,"74.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/8753e125f4499816,"Jun 30, 1983"
Levi,Avera,,"6' 1""",170 lbs.,--,,18,15,0,,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c,"May 17, 1982"
Anthony,Avila,,"5' 7""",145 lbs.,--,,13,5,0,,http://ufcstats.com/fighter-details/033d19259f589457,"Dec 29, 1988"
Chris,Avila,,"5' 10""",145 lbs.,--,Orthodox,5,4,0,,http://ufcstats.com/fighter-details/4665cbf36b08193b,"Jan 16, 1993"
Julia,Avila,Raging Panda,"5' 7""",135 lbs.,"68.0""",Orthodox,9,4,0,,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7,"May 11, 1988"
Saad,Awad,Assassin,"5' 11""",155 lbs.,--,,20,9,0,,http://ufcstats.com/fighter-details/da603332ad41f165,"Jun 07, 1983"
Javy,Ayala,Eye Candy,"6' 1""",265 lbs.,--,,10,5,0,,http://ufcstats.com/fighter-details/26387c19f32dda0f,"Aug 20, 1988"
Jessin,Ayari,,"6' 0""",155 lbs.,"73.0""",Orthodox,16,6,0,,http://ufcstats.com/fighter-details/6eaec40f724852f4,"May 31, 1992"
Abu,Azaitar,Captain Morocco,"5' 9""",185 lbs.,"76.0""",Orthodox,14,4,1,,http://ufcstats.com/fighter-details/46d0a888d87d91ac,"Mar 10, 1986"
Ottman,Azaitar,Bulldozer,"5' 8""",155 lbs.,"71.0""",Switch,13,3,0,,http://ufcstats.com/fighter-details/ee18ff42063174df,"Feb 20, 1990"
Luiz,Azeredo,,"5' 9""",154 lbs.,--,Orthodox,15,10,0,,http://ufcstats.com/fighter-details/063649e21bc9d6d5,"Jun 10, 1976"
Luciano,Azevedo,,"6' 3""",161 lbs.,--,Orthodox,17,9,1,,http://ufcstats.com/fighter-details/9bcfb40dbcd50568,"Jun 25, 1981"
Hunter,Azure,,"5' 8""",145 lbs.,"69.0""",Orthodox,9,2,0,,http://ufcstats.com/fighter-details/2af2f2e26c4c0402,"Mar 02, 1992"
Niklas,Backstrom,,"6' 1""",145 lbs.,--,Orthodox,11,3,0,,http://ufcstats.com/fighter-details/39cc64bf0a269db9,"Aug 22, 1989"
Seth,Baczynski,The Polish Pistola,"6' 3""",170 lbs.,"75.0""",Orthodox,20,14,0,,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a,"Oct 26, 1981"
Abdul Azeem,Badakhshi,The Afghan Lion,--,145 lbs.,--,,13,3,0,,http://ufcstats.com/fighter-details/968764372c49eab6,
Ryan,Bader,Darth,"6' 2""",205 lbs.,"74.0""",Orthodox,23,5,0,,http://ufcstats.com/fighter-details/c0ab242c40decc55,"Jun 07, 1983"
Izabela,Badurek,,"5' 5""",115 lbs.,--,Orthodox,6,3,0,,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664,"Jul 11, 1991"
Miguel,Baeza,Caramel Thunder,"6' 2""",170 lbs.,"74.0""",Orthodox,10,4,0,,http://ufcstats.com/fighter-details/82d4c957649faf9b,"Aug 23, 1992"
Ali,Bagautinov,Puncher,"5' 4""",125 lbs.,"65.0""",Orthodox,15,6,0,,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,"Jun 10, 1985"
Mehdi,Baghdad,The Sultan,"6' 1""",155 lbs.,--,Orthodox,11,5,0,,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,"Apr 13, 1985"
Melsik,Baghdasaryan,The Gun,"5' 9""",145 lbs.,"70.0""",Southpaw,8,3,0,,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6,"Jan 28, 1992"
Siyar,Bahadurzada,The Great,"5' 11""",170 lbs.,"73.0""",Orthodox,24,8,1,,http://ufcstats.com/fighter-details/aec185309b4843d0,"Apr 17, 1984"
Ignacio,Bahamondes,La Jaula,"6' 3""",155 lbs.,"75.0""",Orthodox,17,6,0,,http://ufcstats.com/fighter-details/e4a47b07044ddd72,"Aug 27, 1997"
Bahatebole,Batebolati,Lion King,"5' 8""",170 lbs.,"71.0""",Southpaw,10,1,1,,http://ufcstats.com/fighter-details/8f313e9c3a39c06e,"Sep 12, 1997"
Shamar,Bailey,,"5' 9""",155 lbs.,"75.0""",Southpaw,16,11,0,,http://ufcstats.com/fighter-details/e2b8186b618b00c4,"Sep 22, 1982"
Jordan,Bailey,,"5' 9""",145 lbs.,--,,6,3,0,,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36,
Scott,Baker,,"6' 0""",210 lbs.,--,,1,1,0,,http://ufcstats.com/fighter-details/7d5b12de1625984e,
Bryan,Baker,The Beast,"6' 3""",185 lbs.,--,Orthodox,18,5,0,,http://ufcstats.com/fighter-details/898337ef520fe4d3,"Oct 13, 1985"
Jin,Bala,,"5' 9""",155 lbs.,--,,23,3,0,,http://ufcstats.com/fighter-details/371efa53bd0cf669,
,Balajin,The Snow Leopard,"5' 9""",145 lbs.,"72.0""",Orthodox,23,4,0,,http://ufcstats.com/fighter-details/e626e92a8f2a9737,"Mar 31, 1992"
Oluwale,Bamgbose,Holy War Angel,"5' 11""",185 lbs.,"78.0""",Switch,6,4,0,,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c,"Aug 04, 1987"
Stephen,Banaszak,,"6' 0""",145 lbs.,--,,5,5,0,,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3,"Dec 07, 1990"
Marcin,Bandel,Bomba,"5' 10""",155 lbs.,--,Orthodox,15,7,0,,http://ufcstats.com/fighter-details/5c2ce761399dc9c5,"Oct 10, 1989"
Humberto,Bandenay,,"5' 11""",145 lbs.,"71.0""",Southpaw,14,7,0,,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5,"Sep 04, 1994"
Tae Hyun,Bang,Supernatural,"5' 9""",155 lbs.,"71.0""",Switch,18,10,0,,http://ufcstats.com/fighter-details/9a2d3567abc02e34,"Apr 15, 1983"
Yohan,Banks,,--,--,--,,2,1,0,,http://ufcstats.com/fighter-details/c50ea21fe9ef478d,
Shauna,Bannon,Mama B,"5' 5""",115 lbs.,"65.0""",Switch,7,1,0,,http://ufcstats.com/fighter-details/9c442aaf149ea982,"Oct 23, 1993"
Antonio,Banuelos,,"5' 5""",135 lbs.,"63.0""",Orthodox,20,11,1,,http://ufcstats.com/fighter-details/9ddfb3369a3b0394,"Sep 23, 1979"
Iwo,Baraniewski,,--,205 lbs.,--,,5,0,0,,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,"Nov 20, 1998"
Renan,Barao,The Baron,"5' 6""",145 lbs.,"70.0""",Orthodox,34,9,0,,http://ufcstats.com/fighter-details/2c99576fefe53c7c,"Jan 31, 1987"
Junior,Barata,,"5' 10""",170 lbs.,--,Orthodox,9,3,1,,http://ufcstats.com/fighter-details/06dced58ca24a6bd,"Jan 25, 1982"
Maycee,Barber,The Future,"5' 5""",125 lbs.,"65.0""",Switch,14,2,0,,http://ufcstats.com/fighter-details/6a740daf1b279661,"May 18, 1998"
Bryan,Barberena,Bam Bam,"6' 0""",185 lbs.,"72.0""",Southpaw,18,12,0,,http://ufcstats.com/fighter-details/a331233f597090a5,"May 03, 1989"
Dani,Barbir,,--,185 lbs.,--,,7,0,0,,http://ufcstats.com/fighter-details/d4baaa0630bf5798,
Dione,Barbosa,The Witch,"5' 6""",125 lbs.,"66.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/27b388f0aab49780,"May 08, 1992"
Marcio,Barbosa,Ticoto,--,145 lbs.,--,,16,2,0,,http://ufcstats.com/fighter-details/c85bad793cd14e28,"May 22, 1998"
Edson,Barboza,Junior,"5' 11""",155 lbs.,"75.0""",Orthodox,24,12,0,,http://ufcstats.com/fighter-details/64a50dad704d1d49,"Jan 21, 1986"
Raoni,Barcelos,,"5' 7""",135 lbs.,"67.0""",Orthodox,20,5,0,,http://ufcstats.com/fighter-details/b9f28e7045fdfce7,"May 01, 1987"
Daniel,Barez,,"5' 6""",125 lbs.,"66.0""",Orthodox,17,7,0,,http://ufcstats.com/fighter-details/e8fe9c15d348e778,"Dec 10, 1988"
Danny,Barlow,LeftHand2God,"6' 2""",170 lbs.,"79.0""",Southpaw,9,1,0,,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63,"Aug 02, 1995"
Luke,Barnatt,The Bigslow,"6' 6""",185 lbs.,"77.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/172c2135e70f87b7,"Apr 13, 1988"
James,Barnes,Mooka,"5' 8""",135 lbs.,"71.0""",Orthodox,14,5,0,,http://ufcstats.com/fighter-details/c06a5c95f1169c0b,"May 28, 1982"
Nick,Barnes,,"5' 11""",170 lbs.,--,,11,2,0,,http://ufcstats.com/fighter-details/78a5eea49638685d,
Shonte,Barnes,Shyne,"5' 11""",185 lbs.,"76.0""",Southpaw,6,2,1,,http://ufcstats.com/fighter-details/e575b6ff678c1aca,"Feb 09, 1987"
Josh,Barnett,The Warmaster,"6' 3""",250 lbs.,"78.0""",Orthodox,35,8,0,,http://ufcstats.com/fighter-details/ad3f53c454cbbead,"Nov 10, 1977"
Chris,Barnett,Beastboy,"5' 9""",265 lbs.,"75.0""",Orthodox,23,9,0,,http://ufcstats.com/fighter-details/7a5e8c94a86f9895,"Jun 14, 1986"
Chris,Barnhizer,,--,--,--,,2,3,0,,http://ufcstats.com/fighter-details/91e69a1c3c87325b,
David,Baron,,"5' 6""",155 lbs.,--,Switch,17,4,1,,http://ufcstats.com/fighter-details/80c0bed43da0e27b,"Feb 15, 1973"
Phil,Baroni,The New York Bad Ass,"5' 9""",170 lbs.,"72.0""",Orthodox,15,18,0,,http://ufcstats.com/fighter-details/1652f3213655b935,"Apr 16, 1976"
Dan,Barrera,The Fireman,"5' 9""",170 lbs.,--,Orthodox,3,1,0,,http://ufcstats.com/fighter-details/f12f979b657ab876,"Dec 23, 1980"
Carlos,Barreto,,"6' 4""",230 lbs.,--,Orthodox,14,9,0,,http://ufcstats.com/fighter-details/a220be6d41d6f97d,
Jose,Barreto,,--,185 lbs.,--,Southpaw,0,1,0,,http://ufcstats.com/fighter-details/c32eab6c2119e989,
Peter,Barrett,Slippery,"5' 10""",145 lbs.,"73.0""",Southpaw,11,5,0,,http://ufcstats.com/fighter-details/d21113c9ff3788ae,"Aug 10, 1986"
Marc-Andre,Barriault,Powerbar,"6' 1""",185 lbs.,"74.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,"Feb 18, 1990"
David,Barrios,,"5' 6""",145 lbs.,--,,4,8,0,,http://ufcstats.com/fighter-details/e6015889f50075d2,
Alexandre,Barros,Baixinho,"5' 9""",170 lbs.,--,Southpaw,22,11,0,,http://ufcstats.com/fighter-details/8fd1f27e86661ede,"Nov 19, 1976"
Ricardo,Barros,,"6' 1""",205 lbs.,--,,2,2,0,,http://ufcstats.com/fighter-details/d26394fc0e8e880a,"Mar 22, 1976"
Francimar,Barroso,Bodao,"6' 1""",205 lbs.,"75.0""",Orthodox,19,7,0,,http://ufcstats.com/fighter-details/b69f24c500d783e7,"Feb 28, 1980"
Pat,Barry,HD,"5' 11""",235 lbs.,"74.0""",Orthodox,8,7,0,,http://ufcstats.com/fighter-details/658c3465581ae46b,"Jul 07, 1979"
Dean,Barry,The Sniper,"5' 10""",170 lbs.,"72.0""",Orthodox,4,2,0,,http://ufcstats.com/fighter-details/a6f3d15cb84334bb,"Jul 03, 1992"
Enrique,Barzola,El Fuerte,"5' 7""",145 lbs.,"70.0""",Orthodox,17,5,2,,http://ufcstats.com/fighter-details/be0b310a12eb80b4,"Apr 28, 1989"
Javid,Basharat,The Snow Leopard,"5' 9""",135 lbs.,"69.0""",Orthodox,14,2,0,,http://ufcstats.com/fighter-details/bbab3baf66128ae2,"Sep 07, 1995"
Farid,Basharat,Ferocious,"5' 8""",135 lbs.,"71.0""",Orthodox,13,0,0,,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,"Aug 02, 1997"
Austin,Bashi,,"5' 6""",145 lbs.,"70.0""",Orthodox,13,1,0,,http://ufcstats.com/fighter-details/d3f89fa685bd8420,"Sep 29, 2001"
Stephen,Bass,Bigfish,"5' 9""",145 lbs.,--,Orthodox,11,2,0,,http://ufcstats.com/fighter-details/1cecc8fe6748a532,"Nov 14, 1982"
Sean,Bassett,,--,155 lbs.,--,,0,4,0,,http://ufcstats.com/fighter-details/2c733e059462c1dc,
Ryan,Bastianelli,Relentless,"5' 5""",135 lbs.,--,,6,7,0,,http://ufcstats.com/fighter-details/29508aff4d93cbbe,
Shayna,Baszler,The Queen of Spades,"5' 7""",135 lbs.,--,Orthodox,15,11,0,,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce,"Aug 08, 1980"
Namsrai,Batbayar,Steppe Warrior,"5' 4""",125 lbs.,"68.0""",Orthodox,8,1,0,,http://ufcstats.com/fighter-details/e1f8beeb6d2d871a,"Dec 29, 2000"
Michel,Batista,,"6' 3""",260 lbs.,--,Orthodox,4,1,0,,http://ufcstats.com/fighter-details/34218661c44ed55d,"Apr 20, 1984"
Bryan,Battle,The Butcher,"6' 1""",185 lbs.,"77.0""",Orthodox,13,2,0,,http://ufcstats.com/fighter-details/f626118b6da0e020,"Sep 21, 1994"
Alan,Baudot,The Black Samourai,"6' 3""",243 lbs.,"79.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/c9a94278df042f46,"Feb 01, 1988"
Mario,Bautista,,"5' 9""",135 lbs.,"69.0""",Switch,16,2,0,,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,"Jul 01, 1993"
Chris,Beal,Real Deal,"5' 7""",125 lbs.,"69.0""",Orthodox,10,5,0,,http://ufcstats.com/fighter-details/55f446032177b119,"Aug 06, 1985"
Donovan,Beard,The Highlight Reel,"6' 2""",185 lbs.,"78.0""",Orthodox,7,2,0,,http://ufcstats.com/fighter-details/3a6ac598320ca7f2,"Nov 05, 1989"
Rudy,Bears,,"5' 11""",170 lbs.,--,Southpaw,16,15,0,,http://ufcstats.com/fighter-details/74f13066b1417ef3,
Salvador,Becerra,,"5' 9""",155 lbs.,--,,5,2,0,,http://ufcstats.com/fighter-details/4fd76e7ba8313457,
Ariel,Beck,,"5' 6""",125 lbs.,"66.0""",Southpaw,4,5,0,,http://ufcstats.com/fighter-details/b96939f2b8d88e82,"Sep 16, 1990"
Jack,Becker,,"5' 8""",155 lbs.,"71.0""",Orthodox,13,6,0,,http://ufcstats.com/fighter-details/b5a379583673510a,"Dec 20, 1992"
Jeff,Bedard,Little Popeye,"5' 6""",145 lbs.,--,Orthodox,13,3,0,,http://ufcstats.com/fighter-details/93bf96be327fcd98,"Feb 06, 1970"
Eric,Bedard,Lucky Strikes,"6' 2""",239 lbs.,--,,6,7,0,,http://ufcstats.com/fighter-details/ce05955c26c3c090,"Sep 11, 1984"
Johnny,Bedford,Brutal,"5' 10""",135 lbs.,"71.0""",Orthodox,21,13,1,,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7,"Jan 06, 1983"
Rolando,Bedoya,The Machine,"5' 11""",155 lbs.,"74.0""",Orthodox,14,4,0,,http://ufcstats.com/fighter-details/40a456a25d52ee65,"Jan 13, 1997"
Chase,Beebe,,"5' 7""",135 lbs.,"67.0""",Orthodox,24,13,1,,http://ufcstats.com/fighter-details/b16a7e6a627e9789,"Mar 29, 1985"
Lyle,Beerbohm,Fancy Pants,"5' 10""",155 lbs.,--,Southpaw,24,3,0,,http://ufcstats.com/fighter-details/babc6b5745335f18,"Feb 05, 1979"
Allan,Begosso,Mini,"5' 5""",135 lbs.,"66.0""",Orthodox,7,2,1,,http://ufcstats.com/fighter-details/d6ed764f8b78d32a,"Nov 23, 1995"
Azamat,Bekoev,Iron,"6' 0""",185 lbs.,"72.0""",Orthodox,20,3,0,,http://ufcstats.com/fighter-details/3bc3f60b21cddc6a,"Dec 30, 1995"
Mirsad,Bektic,,"5' 8""",145 lbs.,"70.0""",Orthodox,13,4,0,,http://ufcstats.com/fighter-details/cbd3e590a85b18c5,"Feb 16, 1991"
Diana,Belbita,The Warrior Princess,"5' 7""",125 lbs.,"68.0""",Orthodox,15,10,0,,http://ufcstats.com/fighter-details/d7e40dca3ae125be,"Jun 26, 1996"
Alan,Belcher,The Talent,"6' 2""",185 lbs.,"75.0""",Orthodox,18,8,0,,http://ufcstats.com/fighter-details/4130a743d9d22163,"Apr 24, 1984"
Vitor,Belfort,The Phenom,"6' 0""",185 lbs.,"74.0""",Southpaw,26,14,0,,http://ufcstats.com/fighter-details/0ee783aa00e468f0,"Apr 01, 1977"
Yousri,Belgaroui,,"6' 5""",185 lbs.,"79.0""",Orthodox,8,3,0,,http://ufcstats.com/fighter-details/7674b836ce0698a0,"Jun 02, 1992"
Rodolfo,Bellato,Trator,"6' 3""",205 lbs.,"75.0""",Orthodox,12,2,1,,http://ufcstats.com/fighter-details/69898645d600abdb,"Feb 05, 1996"
Danilo,Belluardo,Caterpillar,"6' 0""",155 lbs.,"74.0""",Southpaw,12,5,0,,http://ufcstats.com/fighter-details/c3f6db17cea09ca7,"Jul 21, 1994"
Joey,Beltran,The Mexicutioner,"6' 1""",185 lbs.,"75.0""",Orthodox,17,14,0,,http://ufcstats.com/fighter-details/46baf0f57edfa4df,"Dec 08, 1981"
Marco,Beltran,Psycho,"5' 8""",125 lbs.,"69.0""",Orthodox,8,6,0,,http://ufcstats.com/fighter-details/ec71a892fada28c7,"May 18, 1986"
Joseph,Benavidez,,"5' 4""",125 lbs.,"65.0""",Southpaw,28,8,0,,http://ufcstats.com/fighter-details/80eacd4da0617c57,"Jul 31, 1984"
Mike,Bencic,Batman,"6' 0""",215 lbs.,--,Orthodox,1,2,0,,http://ufcstats.com/fighter-details/a71feb7ea7592a71,
Dave,Beneteau,Dangerous,"6' 2""",250 lbs.,--,Orthodox,6,5,1,,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a,
Karla,Benitez,,"5' 3""",113 lbs.,--,,14,11,1,,http://ufcstats.com/fighter-details/6104730621ff318d,
Gabriel,Benitez,Moggly,"5' 8""",155 lbs.,"71.0""",Southpaw,23,13,0,,http://ufcstats.com/fighter-details/436f970c9ea9169c,"Jun 15, 1988"
Charles,Bennett,Krazy Horse,"5' 8""",155 lbs.,--,Orthodox,30,33,2,,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d,"Nov 23, 1979"
Josh,Bennett,,"6' 4""",259 lbs.,--,Orthodox,11,14,0,,http://ufcstats.com/fighter-details/c3ac8d0da7b05772,
DeAnna,Bennett,The Argentine Assassin,"5' 4""",125 lbs.,"68.0""",Orthodox,8,3,1,,http://ufcstats.com/fighter-details/404ecb2700844072,"Nov 18, 1984"
Benjamin,Bennett,Mr. Alaska,"6' 0""",170 lbs.,"73.0""",Switch,7,1,0,,http://ufcstats.com/fighter-details/7030c27fc9778964,"May 08, 1994"
Lance,Benoist,,"5' 11""",170 lbs.,"72.0""",Southpaw,7,2,0,,http://ufcstats.com/fighter-details/5431dccc09118234,"Aug 26, 1988"
Joe,Benoit,,"5' 9""",170 lbs.,--,Orthodox,11,4,0,,http://ufcstats.com/fighter-details/a30f6d375dea5f9b,"Mar 12, 1982"
Ryan,Benoit,Baby Face,"5' 5""",125 lbs.,"68.0""",Orthodox,10,8,0,,http://ufcstats.com/fighter-details/20999e27ddd94bda,"Aug 25, 1989"
Pat,Benson,,"5' 9""",155 lbs.,--,,3,5,3,,http://ufcstats.com/fighter-details/a25f3dc0df974597,
Len,Bentley,,"5' 9""",155 lbs.,--,,10,6,0,,http://ufcstats.com/fighter-details/592d23aed850e652,"Nov 30, 1982"
Steve,Berger,The Red Nosed Pitbull,"5' 11""",170 lbs.,--,Orthodox,21,23,2,,http://ufcstats.com/fighter-details/21b1132949f2a9b0,"May 20, 1973"
Kenneth,Bergh,,"6' 2""",205 lbs.,"74.0""",Orthodox,8,0,0,,http://ufcstats.com/fighter-details/aa8189053b3a8994,"Jun 26, 1989"
Bret,Bergmark,The Angry Hick,"5' 9""",170 lbs.,--,,6,1,1,,http://ufcstats.com/fighter-details/2891c9f7b26b26fc,"Nov 24, 1973"
Keith,Berish,Sha Bang Bang,"6' 0""",205 lbs.,--,Orthodox,5,1,0,,http://ufcstats.com/fighter-details/e3779ef06e98f185,"Nov 14, 1985"
Dennis,Bermudez,The Menace,"5' 6""",155 lbs.,"66.0""",Orthodox,17,9,0,,http://ufcstats.com/fighter-details/6f242453c91a5af0,"Dec 13, 1986"
